epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,979.998,0.60428,0.38178,0.83654,0.96688,0.98569,0.99149,0.90412,0.45719,0.28791,0.79688,0.00490857,0.00490857,0.00490857
182,985.659,0.6065,0.37637,0.83484,0.97571,0.96623,0.99017,0.90254,0.45574,0.29362,0.79784,0.00488029,0.00488029,0.00488029
183,991.325,0.59747,0.37542,0.83637,0.97396,0.96575,0.98697,0.89688,0.45686,0.29091,0.79848,0.004852,0.004852,0.004852
184,996.954,0.57722,0.36498,0.83138,0.97571,0.98244,0.98993,0.90311,0.44888,0.27434,0.79602,0.00482371,0.00482371,0.00482371
185,1002.47,0.58604,0.37161,0.83826,0.98327,0.97654,0.99068,0.9046,0.45348,0.27609,0.7972,0.00479543,0.00479543,0.00479543
186,1007.95,0.5846,0.36553,0.8343,0.95895,0.96489,0.98863,0.89733,0.4636,0.29003,0.79944,0.00476714,0.00476714,0.00476714
187,1013.28,0.59973,0.37611,0.83919,0.97991,0.97333,0.99018,0.89963,0.46387,0.28154,0.79889,0.00473886,0.00473886,0.00473886
188,1018.49,0.61067,0.37912,0.83768,0.97742,0.96948,0.99121,0.90529,0.45321,0.27686,0.79764,0.00471057,0.00471057,0.00471057
189,1023.89,0.60964,0.37723,0.83605,0.96656,0.97308,0.98794,0.89637,0.46972,0.28903,0.79908,0.00468229,0.00468229,0.00468229
190,1029.1,0.60404,0.37322,0.83721,0.95845,0.98397,0.99206,0.90503,0.449,0.27615,0.79648,0.004654,0.004654,0.004654
191,1034.16,0.58888,0.36699,0.8329,0.96943,0.9729,0.99197,0.90618,0.45461,0.27861,0.79761,0.00462571,0.00462571,0.00462571
192,1039.39,0.60096,0.37373,0.83879,0.97484,0.96644,0.98781,0.89381,0.46724,0.28411,0.79931,0.00459743,0.00459743,0.00459743
193,1044.77,0.59047,0.36545,0.83372,0.96678,0.96397,0.98818,0.89979,0.45512,0.28011,0.79803,0.00456914,0.00456914,0.00456914
194,1049.99,0.58175,0.36287,0.83383,0.97548,0.97278,0.99063,0.90038,0.45753,0.28155,0.79811,0.00454086,0.00454086,0.00454086
195,1055.35,0.60097,0.37496,0.83251,0.96754,0.97378,0.98957,0.90323,0.45533,0.27845,0.79632,0.00451257,0.00451257,0.00451257
196,1060.54,0.59062,0.37041,0.83378,0.96908,0.97777,0.99083,0.90204,0.46129,0.28121,0.79699,0.00448429,0.00448429,0.00448429
197,1065.72,0.60312,0.37772,0.83676,0.98267,0.9644,0.99243,0.90117,0.45999,0.28347,0.79673,0.004456,0.004456,0.004456
198,1071.18,0.60462,0.37863,0.8368,0.96134,0.98088,0.99084,0.90395,0.45999,0.27852,0.79758,0.00442771,0.00442771,0.00442771
199,1076.66,0.59626,0.36664,0.83522,0.9724,0.97087,0.99062,0.9035,0.44426,0.27947,0.79581,0.00439943,0.00439943,0.00439943
200,1082.05,0.59812,0.36774,0.8276,0.97922,0.95592,0.99061,0.89879,0.46234,0.28575,0.79827,0.00437114,0.00437114,0.00437114
201,1088.08,0.59734,0.36948,0.83751,0.96613,0.98825,0.99069,0.90559,0.45506,0.27422,0.79719,0.00434286,0.00434286,0.00434286
202,1093.28,0.59135,0.36245,0.83323,0.97405,0.97149,0.99245,0.90873,0.45311,0.27867,0.79736,0.00431457,0.00431457,0.00431457
203,1098.45,0.59689,0.36697,0.83301,0.9788,0.97158,0.99053,0.90603,0.44417,0.27213,0.79576,0.00428629,0.00428629,0.00428629
204,1103.53,0.58804,0.3609,0.8327,0.9615,0.97448,0.98604,0.8987,0.4492,0.28067,0.79577,0.004258,0.004258,0.004258
205,1108.62,0.57336,0.35524,0.8301,0.94606,0.97824,0.98762,0.89954,0.45168,0.28337,0.79714,0.00422971,0.00422971,0.00422971
206,1113.79,0.57445,0.35469,0.82937,0.95995,0.96539,0.98641,0.89838,0.44791,0.27891,0.79615,0.00420143,0.00420143,0.00420143
207,1119.02,0.57948,0.35418,0.83115,0.97014,0.97051,0.98971,0.89985,0.45596,0.27533,0.79726,0.00417314,0.00417314,0.00417314
208,1124.14,0.58016,0.35683,0.8323,0.97162,0.96674,0.98878,0.90278,0.44303,0.27477,0.7961,0.00414486,0.00414486,0.00414486
209,1129.51,0.57692,0.35719,0.83045,0.96537,0.97428,0.99177,0.90194,0.45018,0.27436,0.79719,0.00411657,0.00411657,0.00411657
210,1134.71,0.56864,0.35507,0.83118,0.97084,0.97587,0.99012,0.90637,0.44462,0.26788,0.7955,0.00408829,0.00408829,0.00408829
211,1139.91,0.58176,0.36393,0.83114,0.97699,0.97529,0.99141,0.90598,0.45262,0.26898,0.7962,0.00406,0.00406,0.00406
212,1145.03,0.58591,0.36319,0.83084,0.97779,0.97895,0.99213,0.9071,0.45077,0.27543,0.79564,0.00403171,0.00403171,0.00403171
213,1150.38,0.58638,0.36145,0.83013,0.97096,0.97202,0.99031,0.90327,0.44633,0.27901,0.79604,0.00400343,0.00400343,0.00400343
214,1155.69,0.58565,0.35919,0.83494,0.9761,0.96598,0.9891,0.89847,0.45062,0.27931,0.79591,0.00397514,0.00397514,0.00397514
215,1161.78,0.59351,0.36709,0.83335,0.98048,0.97637,0.99018,0.9036,0.45144,0.27343,0.79614,0.00394686,0.00394686,0.00394686
216,1167.79,0.57633,0.35502,0.82875,0.97998,0.9732,0.99056,0.90415,0.44129,0.26817,0.79452,0.00391857,0.00391857,0.00391857
217,1173.88,0.57921,0.35547,0.82888,0.97312,0.97156,0.98939,0.90117,0.45038,0.27413,0.79653,0.00389029,0.00389029,0.00389029
218,1179.49,0.58613,0.36026,0.83002,0.97559,0.9654,0.99098,0.90638,0.4505,0.27192,0.79637,0.003862,0.003862,0.003862
219,1185.67,0.58866,0.35861,0.83193,0.97567,0.97678,0.9912,0.90609,0.4451,0.2702,0.79596,0.00383371,0.00383371,0.00383371
220,1191.9,0.56852,0.34954,0.82936,0.97144,0.97929,0.99077,0.90717,0.44191,0.26929,0.79514,0.00380543,0.00380543,0.00380543
221,1198.2,0.56026,0.34971,0.825,0.96856,0.97847,0.98962,0.90527,0.44013,0.2736,0.79429,0.00377714,0.00377714,0.00377714
222,1204.44,0.56394,0.34831,0.82871,0.97085,0.97839,0.99068,0.90371,0.44605,0.27567,0.79594,0.00374886,0.00374886,0.00374886
223,1210.83,0.56615,0.35115,0.83014,0.97662,0.97556,0.99215,0.90826,0.44197,0.26494,0.795,0.00372057,0.00372057,0.00372057
224,1216.99,0.57844,0.36005,0.83262,0.9782,0.97828,0.99161,0.91017,0.44952,0.26649,0.7946,0.00369229,0.00369229,0.00369229
225,1223.04,0.55864,0.34861,0.82797,0.9658,0.9828,0.99107,0.9112,0.44544,0.26813,0.79441,0.003664,0.003664,0.003664
226,1229.16,0.57775,0.35529,0.83244,0.9747,0.97428,0.99047,0.90485,0.44814,0.27345,0.79444,0.00363571,0.00363571,0.00363571
227,1235.14,0.58765,0.35991,0.83421,0.97851,0.97495,0.99112,0.90266,0.45793,0.28072,0.79667,0.00360743,0.00360743,0.00360743
228,1241.19,0.58252,0.35939,0.83371,0.95946,0.97753,0.99062,0.90844,0.44353,0.27205,0.79443,0.00357914,0.00357914,0.00357914
229,1247.29,0.56147,0.34615,0.83115,0.96427,0.97982,0.99183,0.91155,0.43905,0.26246,0.79412,0.00355086,0.00355086,0.00355086
230,1253.27,0.57238,0.35226,0.8299,0.97753,0.98325,0.99221,0.9101,0.4385,0.26441,0.79372,0.00352257,0.00352257,0.00352257
231,1259.14,0.57122,0.34812,0.82765,0.98092,0.98353,0.99165,0.90961,0.44518,0.26252,0.79425,0.00349429,0.00349429,0.00349429
232,1265.04,0.5705,0.34682,0.82816,0.95922,0.98273,0.99181,0.91043,0.44152,0.27272,0.79467,0.003466,0.003466,0.003466
233,1271.14,0.57362,0.3496,0.83079,0.9765,0.97379,0.99222,0.91146,0.44348,0.26454,0.79427,0.00343771,0.00343771,0.00343771
234,1277.3,0.56327,0.34336,0.82623,0.9799,0.97581,0.99153,0.91083,0.43954,0.26599,0.79473,0.00340943,0.00340943,0.00340943
235,1283.2,0.57,0.34171,0.82938,0.98142,0.97327,0.99157,0.91131,0.43945,0.26334,0.79411,0.00338114,0.00338114,0.00338114
236,1289.47,0.5666,0.341,0.82798,0.97024,0.98426,0.99113,0.91405,0.43534,0.26493,0.79385,0.00335286,0.00335286,0.00335286
237,1295.5,0.55817,0.34297,0.82862,0.9825,0.98286,0.99206,0.91349,0.43718,0.25826,0.79303,0.00332457,0.00332457,0.00332457
238,1301.61,0.56385,0.34546,0.83051,0.97396,0.98221,0.99138,0.90842,0.44537,0.26588,0.79444,0.00329629,0.00329629,0.00329629
239,1308.29,0.56988,0.34884,0.82707,0.9772,0.97845,0.98939,0.90736,0.44352,0.26812,0.79451,0.003268,0.003268,0.003268
240,1314.52,0.55788,0.34412,0.83026,0.9703,0.97602,0.98943,0.90602,0.44317,0.26805,0.79543,0.00323971,0.00323971,0.00323971
241,1320.74,0.56993,0.34971,0.83068,0.98495,0.98044,0.99206,0.90757,0.44632,0.26292,0.7942,0.00321143,0.00321143,0.00321143
242,1326.73,0.5682,0.34103,0.82844,0.97469,0.97355,0.9901,0.90781,0.44923,0.26767,0.79533,0.00318314,0.00318314,0.00318314
243,1332.64,0.55432,0.33422,0.82987,0.97967,0.9777,0.99042,0.91075,0.43698,0.25945,0.79322,0.00315486,0.00315486,0.00315486
244,1338.68,0.55997,0.34096,0.82534,0.97345,0.98137,0.99017,0.9095,0.43968,0.2628,0.79379,0.00312657,0.00312657,0.00312657
245,1344.66,0.55909,0.34513,0.8294,0.97605,0.97633,0.99122,0.91264,0.44507,0.2628,0.79379,0.00309829,0.00309829,0.00309829
246,1350.67,0.56242,0.34741,0.82822,0.98231,0.97517,0.99155,0.91134,0.44449,0.26111,0.79413,0.00307,0.00307,0.00307
247,1357.04,0.55844,0.3467,0.82769,0.9756,0.98045,0.99249,0.90912,0.43661,0.26022,0.79368,0.00304171,0.00304171,0.00304171
248,1363.34,0.55952,0.34261,0.82599,0.95825,0.97197,0.99059,0.9079,0.44106,0.27258,0.79467,0.00301343,0.00301343,0.00301343
249,1369.56,0.55772,0.34316,0.82751,0.98126,0.97304,0.99135,0.9129,0.44218,0.2611,0.79374,0.00298514,0.00298514,0.00298514
250,1375.56,0.56408,0.34157,0.82868,0.98145,0.98007,0.9924,0.91107,0.44023,0.26131,0.79305,0.00295686,0.00295686,0.00295686
251,1381.79,0.56919,0.34354,0.82797,0.97841,0.97282,0.99041,0.90955,0.43724,0.26607,0.79387,0.00292857,0.00292857,0.00292857
252,1388.15,0.5674,0.34491,0.83089,0.97652,0.96899,0.98945,0.90891,0.43542,0.26877,0.7929,0.00290029,0.00290029,0.00290029
253,1394.52,0.54677,0.3318,0.82816,0.98239,0.98246,0.99177,0.90895,0.43772,0.25835,0.79319,0.002872,0.002872,0.002872
254,1401.01,0.56108,0.34571,0.83396,0.97761,0.98081,0.99248,0.9114,0.43658,0.26119,0.7929,0.00284371,0.00284371,0.00284371
255,1407.36,0.55394,0.33767,0.82233,0.97554,0.98789,0.99256,0.91025,0.43982,0.26194,0.79339,0.00281543,0.00281543,0.00281543
256,1413.38,0.55047,0.33623,0.82209,0.97895,0.98246,0.99265,0.91164,0.44019,0.25907,0.79319,0.00278714,0.00278714,0.00278714
257,1419.68,0.55561,0.33752,0.82853,0.98377,0.98034,0.99172,0.90938,0.43557,0.25882,0.79278,0.00275886,0.00275886,0.00275886
258,1426.01,0.55833,0.33749,0.82746,0.97875,0.98374,0.99155,0.91389,0.43335,0.2569,0.79285,0.00273057,0.00273057,0.00273057
259,1432.34,0.55508,0.33579,0.82774,0.9773,0.98469,0.9921,0.91188,0.43631,0.25947,0.79272,0.00270229,0.00270229,0.00270229
260,1438.52,0.5484,0.33494,0.82605,0.97732,0.97903,0.99227,0.91214,0.43548,0.2566,0.79351,0.002674,0.002674,0.002674
261,1444.78,0.54964,0.33305,0.82897,0.97579,0.98547,0.99174,0.9122,0.43771,0.25699,0.79287,0.00264571,0.00264571,0.00264571
262,1451.03,0.54916,0.33248,0.82385,0.97211,0.9728,0.99168,0.90996,0.43602,0.26162,0.79295,0.00261743,0.00261743,0.00261743
263,1457.29,0.55767,0.33337,0.82582,0.97644,0.96829,0.99027,0.90848,0.43621,0.26183,0.79348,0.00258914,0.00258914,0.00258914
264,1463.64,0.54431,0.32749,0.82331,0.97422,0.9742,0.99102,0.90979,0.4399,0.26201,0.79321,0.00256086,0.00256086,0.00256086
265,1469.59,0.56237,0.33666,0.8247,0.96661,0.99111,0.9918,0.90968,0.43485,0.25714,0.79371,0.00253257,0.00253257,0.00253257
266,1475.86,0.55829,0.33292,0.82546,0.98008,0.98452,0.99139,0.90927,0.43603,0.25538,0.7931,0.00250429,0.00250429,0.00250429
267,1482.2,0.54241,0.32861,0.82529,0.98655,0.98035,0.99257,0.91445,0.43361,0.25081,0.79223,0.002476,0.002476,0.002476
268,1488.51,0.55747,0.33603,0.8271,0.98021,0.97545,0.99204,0.91152,0.43739,0.25844,0.79303,0.00244771,0.00244771,0.00244771
269,1494.84,0.56098,0.33696,0.82715,0.98302,0.98069,0.9927,0.91394,0.43492,0.25445,0.79256,0.00241943,0.00241943,0.00241943
270,1500.57,0.54502,0.3294,0.82747,0.98013,0.98249,0.99267,0.91412,0.43456,0.25368,0.79269,0.00239114,0.00239114,0.00239114
271,1506.68,0.53903,0.32797,0.82433,0.98718,0.9747,0.99281,0.91509,0.42991,0.25278,0.79167,0.00236286,0.00236286,0.00236286
272,1512.74,0.54274,0.32626,0.82209,0.98541,0.98283,0.99269,0.91364,0.42924,0.24893,0.79157,0.00233457,0.00233457,0.00233457
273,1518.71,0.54548,0.32675,0.82437,0.9805,0.9832,0.99254,0.91348,0.43474,0.25461,0.79226,0.00230629,0.00230629,0.00230629
274,1524.82,0.55117,0.33181,0.82604,0.98455,0.98279,0.99272,0.91366,0.43191,0.2539,0.79198,0.002278,0.002278,0.002278
275,1531.09,0.55281,0.32937,0.82705,0.98035,0.98748,0.99287,0.91436,0.43465,0.25343,0.79268,0.00224971,0.00224971,0.00224971
276,1537.25,0.54677,0.32998,0.8257,0.98197,0.97286,0.99238,0.91301,0.43987,0.26055,0.79269,0.00222143,0.00222143,0.00222143
277,1543.31,0.54035,0.32468,0.82514,0.98027,0.98258,0.99257,0.91462,0.42974,0.2516,0.79175,0.00219314,0.00219314,0.00219314
278,1549.29,0.56019,0.33433,0.82347,0.98124,0.97856,0.99191,0.9113,0.43593,0.25658,0.79317,0.00216486,0.00216486,0.00216486
279,1555.49,0.54637,0.32595,0.82601,0.97794,0.98718,0.9928,0.9142,0.4347,0.25203,0.79308,0.00213657,0.00213657,0.00213657
280,1561.64,0.53841,0.32622,0.82526,0.98493,0.98544,0.9922,0.91101,0.43935,0.25162,0.79275,0.00210829,0.00210829,0.00210829
281,1567.74,0.537,0.32387,0.82046,0.97882,0.98466,0.99236,0.9107,0.43611,0.25105,0.7926,0.00208,0.00208,0.00208
282,1573.86,0.53189,0.31832,0.81991,0.97381,0.98038,0.99255,0.91245,0.4329,0.25444,0.79232,0.00205171,0.00205171,0.00205171
283,1580.16,0.53581,0.32352,0.82227,0.97335,0.97917,0.99095,0.91024,0.4315,0.25768,0.79255,0.00202343,0.00202343,0.00202343
284,1586.55,0.54205,0.32583,0.82351,0.97737,0.98322,0.99208,0.91006,0.43691,0.25419,0.79263,0.00199514,0.00199514,0.00199514
285,1592.77,0.53859,0.32393,0.82147,0.98218,0.97736,0.99226,0.91263,0.42982,0.25278,0.79184,0.00196686,0.00196686,0.00196686
286,1598.79,0.53719,0.32175,0.82325,0.97557,0.98379,0.99205,0.9125,0.43063,0.25146,0.79241,0.00193857,0.00193857,0.00193857
287,1605,0.53602,0.32174,0.82118,0.97805,0.98577,0.99189,0.91377,0.43037,0.24962,0.79211,0.00191029,0.00191029,0.00191029
288,1611.14,0.54127,0.32511,0.82089,0.97153,0.99219,0.99225,0.91438,0.43958,0.24874,0.79323,0.001882,0.001882,0.001882
289,1617.77,0.54122,0.32238,0.82656,0.9685,0.9741,0.99151,0.91187,0.43419,0.25491,0.79246,0.00185371,0.00185371,0.00185371
290,1624.05,0.53893,0.31965,0.82437,0.97424,0.97408,0.99136,0.91072,0.43728,0.25811,0.79262,0.00182543,0.00182543,0.00182543
291,1630.29,0.54667,0.33038,0.82707,0.98554,0.97871,0.99207,0.90959,0.43875,0.25387,0.79339,0.00179714,0.00179714,0.00179714
292,1636.5,0.53396,0.32201,0.82205,0.98263,0.96899,0.99146,0.91398,0.42987,0.25582,0.79264,0.00176886,0.00176886,0.00176886
293,1642.81,0.53453,0.32117,0.8236,0.97688,0.98489,0.99236,0.91562,0.42939,0.2521,0.7927,0.00174057,0.00174057,0.00174057
294,1649.44,0.52439,0.31633,0.82101,0.98143,0.97765,0.99235,0.91216,0.431,0.25109,0.79233,0.00171229,0.00171229,0.00171229
295,1655.6,0.52785,0.31775,0.82009,0.98161,0.9768,0.99217,0.91401,0.429,0.25066,0.79165,0.001684,0.001684,0.001684
296,1661.56,0.54429,0.32281,0.82096,0.98332,0.98527,0.99146,0.91389,0.43006,0.24935,0.79101,0.00165571,0.00165571,0.00165571
297,1667.06,0.53686,0.32049,0.82289,0.97981,0.97557,0.99174,0.90896,0.43738,0.25481,0.79267,0.00162743,0.00162743,0.00162743
298,1673.29,0.53318,0.31739,0.82212,0.97885,0.98246,0.99125,0.91307,0.43354,0.25145,0.7923,0.00159914,0.00159914,0.00159914
299,1679.59,0.53889,0.32197,0.82131,0.98887,0.97493,0.99131,0.9152,0.43328,0.24796,0.79192,0.00157086,0.00157086,0.00157086
300,1685.96,0.54253,0.32253,0.82187,0.97997,0.98218,0.99219,0.91204,0.43367,0.24898,0.79226,0.00154257,0.00154257,0.00154257
301,1692.1,0.52837,0.31705,0.82086,0.97934,0.98292,0.99208,0.91349,0.43209,0.24868,0.79217,0.00151429,0.00151429,0.00151429
302,1698.31,0.52973,0.31841,0.81698,0.97834,0.98251,0.99152,0.91517,0.42988,0.24887,0.7918,0.001486,0.001486,0.001486
303,1704.52,0.53319,0.32203,0.82027,0.97826,0.98707,0.99139,0.91428,0.43068,0.25101,0.79135,0.00145771,0.00145771,0.00145771
304,1709.85,0.52564,0.31765,0.82232,0.9755,0.98691,0.99172,0.91106,0.43314,0.24923,0.79148,0.00142943,0.00142943,0.00142943
305,1715.57,0.52249,0.3135,0.82006,0.96828,0.98662,0.9919,0.91476,0.42985,0.24928,0.79162,0.00140114,0.00140114,0.00140114
306,1721.5,0.52977,0.3146,0.81782,0.98364,0.98354,0.99205,0.91465,0.4334,0.24606,0.7916,0.00137286,0.00137286,0.00137286
307,1727.27,0.52994,0.32045,0.82338,0.98094,0.98615,0.99269,0.91651,0.43133,0.24718,0.79154,0.00134457,0.00134457,0.00134457
308,1732.73,0.53049,0.31528,0.81868,0.97713,0.98618,0.99247,0.91341,0.42696,0.24912,0.79124,0.00131629,0.00131629,0.00131629
309,1738.12,0.52926,0.31655,0.82241,0.98067,0.9875,0.993,0.91637,0.42702,0.24403,0.79117,0.001288,0.001288,0.001288
310,1743.56,0.52301,0.31681,0.82478,0.97777,0.98479,0.99254,0.91276,0.43348,0.2521,0.79203,0.00125971,0.00125971,0.00125971
311,1748.97,0.52728,0.31481,0.82163,0.99004,0.97426,0.99276,0.91361,0.43739,0.2519,0.7924,0.00123143,0.00123143,0.00123143
312,1754.34,0.53013,0.31613,0.82297,0.97838,0.98273,0.99278,0.91326,0.43257,0.25117,0.79199,0.00120314,0.00120314,0.00120314
313,1759.72,0.52687,0.31645,0.81972,0.97574,0.98193,0.99237,0.91383,0.43485,0.2525,0.79225,0.00117486,0.00117486,0.00117486
314,1765.12,0.52867,0.31628,0.82093,0.98209,0.9873,0.99283,0.91583,0.43041,0.2452,0.79139,0.00114657,0.00114657,0.00114657
315,1770.53,0.53088,0.31396,0.81983,0.98231,0.9814,0.99257,0.91572,0.42573,0.24523,0.79066,0.00111829,0.00111829,0.00111829
316,1776.03,0.52536,0.31588,0.82182,0.97688,0.98722,0.99262,0.91533,0.42795,0.24648,0.79113,0.00109,0.00109,0.00109
317,1781.4,0.52141,0.31252,0.81999,0.9822,0.98361,0.99248,0.91385,0.42819,0.24586,0.79122,0.00106171,0.00106171,0.00106171
318,1786.78,0.51424,0.31074,0.8182,0.97502,0.98867,0.993,0.91479,0.42918,0.24909,0.79128,0.00103343,0.00103343,0.00103343
319,1792.15,0.5084,0.30391,0.81635,0.9833,0.98957,0.99314,0.91875,0.42853,0.2455,0.791,0.00100514,0.00100514,0.00100514
320,1797.63,0.52625,0.31347,0.81919,0.97941,0.98838,0.99292,0.91518,0.43022,0.24569,0.7911,0.000976857,0.000976857,0.000976857
321,1803.04,0.52809,0.31297,0.82188,0.98006,0.98582,0.99255,0.91427,0.42939,0.24686,0.79125,0.000948571,0.000948571,0.000948571
322,1808.53,0.51313,0.30662,0.81756,0.98176,0.97984,0.99209,0.91176,0.43089,0.24451,0.79135,0.000920286,0.000920286,0.000920286
323,1813.93,0.51206,0.30406,0.81891,0.97836,0.98378,0.99279,0.91503,0.42991,0.24673,0.79127,0.000892,0.000892,0.000892
324,1819.55,0.51605,0.30811,0.81974,0.98152,0.98303,0.99285,0.91577,0.43064,0.24596,0.79178,0.000863714,0.000863714,0.000863714
325,1825.04,0.51484,0.30577,0.81801,0.98519,0.98113,0.99273,0.91477,0.42657,0.24398,0.79099,0.000835429,0.000835429,0.000835429
326,1830.65,0.51334,0.30444,0.82036,0.97774,0.97956,0.99259,0.91651,0.42834,0.24733,0.79104,0.000807143,0.000807143,0.000807143
327,1836.27,0.51454,0.30877,0.82411,0.97615,0.98999,0.99245,0.91678,0.42828,0.24408,0.79142,0.000778857,0.000778857,0.000778857
328,1841.81,0.52188,0.31208,0.82211,0.99254,0.97231,0.9919,0.91586,0.42805,0.24483,0.79141,0.000750571,0.000750571,0.000750571
329,1847.17,0.52255,0.30933,0.82291,0.97648,0.98744,0.99249,0.91544,0.4271,0.24316,0.7911,0.000722286,0.000722286,0.000722286
330,1852.55,0.52028,0.30844,0.81899,0.97752,0.99009,0.99279,0.91384,0.43003,0.24538,0.79128,0.000694,0.000694,0.000694
331,1857.93,0.51153,0.30739,0.81882,0.97391,0.99086,0.99291,0.91805,0.42924,0.24369,0.79108,0.000665714,0.000665714,0.000665714
332,1863.37,0.50158,0.30196,0.81651,0.97863,0.98943,0.9929,0.91545,0.42981,0.24347,0.79129,0.000637429,0.000637429,0.000637429
333,1868.79,0.50866,0.30452,0.82017,0.98628,0.97956,0.99295,0.91665,0.42829,0.24228,0.79101,0.000609143,0.000609143,0.000609143
334,1874.23,0.52008,0.30847,0.81516,0.98874,0.97409,0.99284,0.91555,0.42596,0.24306,0.79087,0.000580857,0.000580857,0.000580857
335,1879.66,0.5133,0.30774,0.82198,0.98622,0.97556,0.9924,0.91283,0.42895,0.24459,0.79108,0.000552571,0.000552571,0.000552571
336,1885.05,0.51908,0.31052,0.81837,0.9814,0.98447,0.99239,0.91365,0.42876,0.24371,0.79118,0.000524286,0.000524286,0.000524286
337,1890.44,0.51036,0.30501,0.81777,0.98304,0.98345,0.99259,0.91502,0.42683,0.24124,0.79064,0.000496,0.000496,0.000496
338,1895.78,0.5129,0.30518,0.81945,0.9818,0.98578,0.99297,0.91852,0.42818,0.2436,0.79083,0.000467714,0.000467714,0.000467714
339,1901.27,0.5198,0.30986,0.81923,0.97775,0.99,0.99287,0.91763,0.42709,0.24223,0.79087,0.000439429,0.000439429,0.000439429
340,1906.7,0.51143,0.30611,0.81704,0.98122,0.98975,0.99307,0.9163,0.42894,0.24217,0.79092,0.000411143,0.000411143,0.000411143
341,1922.29,0.48125,0.2749,0.81642,0.98437,0.98205,0.99299,0.91626,0.4295,0.24344,0.79126,0.000382857,0.000382857,0.000382857
342,1927.43,0.46985,0.26598,0.81711,0.98244,0.98543,0.99284,0.91577,0.42952,0.24356,0.79106,0.000354571,0.000354571,0.000354571
343,1932.63,0.46933,0.26368,0.81124,0.98659,0.98288,0.99274,0.91658,0.43031,0.24329,0.79108,0.000326286,0.000326286,0.000326286
344,1937.76,0.4596,0.25978,0.81028,0.97958,0.98393,0.99275,0.9158,0.43154,0.24665,0.79132,0.000298,0.000298,0.000298
345,1942.91,0.46386,0.2607,0.81213,0.97683,0.98685,0.99271,0.91667,0.42832,0.24619,0.79151,0.000269714,0.000269714,0.000269714
346,1948.05,0.46028,0.26002,0.81363,0.9829,0.98517,0.99182,0.91411,0.43063,0.24502,0.79154,0.000241429,0.000241429,0.000241429
347,1953.15,0.46059,0.25867,0.81103,0.97547,0.98971,0.99191,0.91513,0.42803,0.2462,0.79123,0.000213143,0.000213143,0.000213143
348,1958.28,0.46279,0.25845,0.81161,0.97614,0.99047,0.9922,0.91744,0.42794,0.245,0.79096,0.000184857,0.000184857,0.000184857
349,1963.57,0.46582,0.26377,0.81704,0.97883,0.98952,0.99232,0.91607,0.42909,0.24409,0.79124,0.000156571,0.000156571,0.000156571
350,1968.75,0.46689,0.2625,0.81566,0.98171,0.9888,0.99241,0.9161,0.42906,0.24408,0.79106,0.000128286,0.000128286,0.000128286
