avg_center_color,avg_square_color,color_contrast_center,color_variance,mean_top,mean_bottom,contrast_top_bottom,edge_strength,label
203.0525350765306,193.73018973214286,9.322345344387742,967.0031617093249,195.708984375,191.75139508928572,3.9575892857142776,1.0421914859693877,0
32.855389030612244,39.01186490221088,6.156475871598637,819.3004013159322,39.49744897959184,38.52628082482993,0.9711681547619051,0.6704599808673469,0
207.66135204081633,202.8995137117347,4.761838329081627,438.0978026971972,202.44277476615648,203.35625265731292,0.9134778911564467,0.8555086096938775,0
33.9109800170068,39.634406887755105,5.723426870748305,908.2165223735581,40.86480920493197,38.40400457057823,2.4608046343537424,0.7073501275510204,0
206.0735012755102,200.4325573979592,5.640943877551024,489.9042658024026,199.96928146258503,200.89583333333334,0.9265518707483125,0.7960778061224489,0
35.57286352040816,42.592408056972786,7.019544536564624,914.9421410231155,43.36956579506803,41.81525031887755,1.5543154761904745,0.7628547512755102,0
206.47313456632654,192.29751275510205,14.175621811224488,1710.2417370108913,183.47128773384352,201.12373777636054,17.652450042517017,1.1287866709183674,0
209.7500531462585,194.7444462159864,15.005606930272108,1984.1157349930684,203.32189360119048,186.16699883078232,17.154894770408163,1.025928730867347,0
37.261453018707485,41.41064785289116,4.149194834183675,565.3594694250997,44.13294536564626,38.688350340136054,5.444595025510203,0.6424984056122449,0
212.13182929421768,210.0949258609694,2.036903433248284,240.29795522675258,210.15998352465985,210.02986819727892,0.1301153273809348,0.8561065051020408,0
38.21617240646258,41.78360172193877,3.56742931547619,522.3046147061706,45.657884247448976,37.90931919642857,7.748565051020407,1.096041932397959,0
208.19863414115648,203.7226031037415,4.47603103741497,268.1167690741911,203.09192974064626,204.35327646683675,1.2613467261904816,0.6913066007653061,0
38.238254676870746,48.67895673894558,10.440702062074834,1356.7133109014026,55.282153486394556,42.0757599914966,13.20639349489796,0.9153778698979592,0
37.65957164115646,47.43574617346939,9.776174532312929,1221.9552278445858,44.10028698979592,50.771205357142854,6.670918367346935,0.8848652742346939,0
219.3489849064626,217.66493276998298,1.6840521364796075,151.86550817203204,217.3912893282313,217.9385762117347,0.5472868835034035,1.3454041772959184,0
46.887037627551024,48.647148703231295,1.7601110756802711,191.47635427444348,49.33624309098639,47.95805431547619,1.3781887755102034,0.7041613520408163,0
221.72924638605443,218.07184709821428,3.65739928784015,286.13121793708024,215.3857886904762,220.75790550595238,5.372116815476176,1.3249162946428572,0
42.74202806122449,46.52980176445578,3.787773703231295,817.1722756516039,49.46852412840136,43.5910794005102,5.8774447278911595,0.9385164221938775,0
211.13608099489795,197.2553478422619,13.880733152636054,1665.3216955980747,188.46019345238096,206.05050223214286,17.590308779761898,0.9545400191326531,0
226.37938456632654,214.71215322066325,11.667231345663282,1640.0662659897037,226.33427667942178,203.09002976190476,23.244246917517017,2.0504424426020407,0
47.99970769557823,49.36121518920068,1.3615074936224474,116.98867085537299,50.94971035289116,47.7727200255102,3.176990327380956,0.6992785395408163,0
232.17764136904762,228.92100473001702,3.256636639030603,169.25274810828967,226.0006244685374,231.8413849914966,5.840760522959187,2.303093112244898,0
207.20955569727892,204.11375292304422,3.0958027742346985,657.0685667031961,211.61579241071428,196.61171343537416,15.004078975340121,1.4764229910714286,0
48.528938137755105,53.20810746173469,4.679169323979586,683.2966413268874,55.26982355442177,51.14639136904762,4.123432185374149,0.7341159119897959,0
213.8890306122449,209.70531728316325,4.183713329081655,443.9533672409555,209.11977838010205,210.2908561862245,1.1710778061224403,0.6951331313775511,0
44.771603954081634,55.826205091411566,11.054601137329932,1473.4573790351062,61.88456632653061,49.767843856292515,12.116722470238095,0.8597735969387755,0
43.920918367346935,51.97221779336735,8.051299426020414,1355.159650130287,46.15179900085034,57.79263658588435,11.640837585034014,0.9639469068877551,0
51.13432716836735,53.24379517431973,2.1094680059523796,636.6847443976724,54.51424319727891,51.97334715136054,2.540896045918366,1.2803332270408163,0
220.69257546768708,216.8048402954932,3.887735172193885,275.9367678661824,215.52111235119048,218.0885682397959,2.567455888605423,0.9617147640306123,0
50.09345769557823,54.12719892644558,4.033741230867349,531.7067889173799,54.410767431972786,53.843630420918366,0.5671370110544203,0.6972058354591837,0
215.90627657312925,204.98980256164967,10.916474011479579,1377.2424223196492,196.76333971088437,213.21626541241497,16.452925701530603,0.9897959183673469,0
223.06058673469389,208.90982408588437,14.150762648809518,1956.0106820800238,219.0654761904762,198.75417198129253,20.311304209183675,1.2355907206632653,0
48.56478528911565,51.896902901785715,3.332117612670068,377.2851764198874,53.295772215136054,50.498033588435376,2.797738626700678,0.7589684311224489,0
228.91228210034015,226.97321428571428,1.9390678146258722,228.9015199829932,227.49544270833334,226.45098586309524,1.044456845238102,1.2751913265306123,0
55.042357568027214,60.259393601190474,5.217036033163261,673.2479121322804,60.9421768707483,59.57661033163265,1.3655665391156475,1.0033880739795917,0
222.10424638605443,219.34594228316325,2.7583041028911737,354.6265904120599,218.82332855017006,219.86855601615648,1.0452274659864145,0.9435387436224489,0
53.38233418367347,60.308719972363946,6.9263857886904745,1027.1905457733062,58.57901519982993,62.03842474489796,3.459409545068027,0.7824457908163265,0
49.486447704081634,60.898557079081634,11.412109375,1924.7477344188294,69.05357142857143,52.74354272959184,16.310028698979593,1.3350605867346939,0
