epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,253.502,0.8347,0.67842,0.9012,0.8769,0.87573,0.93956,0.79623,0.63088,0.47585,0.84499,0.00804829,0.00804829,0.00804829
71,257.028,0.84849,0.68764,0.90409,0.85894,0.8721,0.92029,0.78684,0.61073,0.52003,0.84575,0.00802,0.00802,0.00802
72,260.503,0.83353,0.67646,0.9111,0.78957,0.80105,0.85259,0.72938,0.5958,0.55674,0.84203,0.00799171,0.00799171,0.00799171
73,263.983,0.86176,0.68076,0.90719,0.83782,0.89536,0.93333,0.76933,0.67691,0.50141,0.85743,0.00796343,0.00796343,0.00796343
74,267.471,0.87243,0.67897,0.90919,0.88701,0.88885,0.95031,0.80579,0.63069,0.48483,0.84634,0.00793514,0.00793514,0.00793514
75,271.085,0.86201,0.66968,0.90533,0.9252,0.88245,0.95417,0.81711,0.60568,0.47494,0.84454,0.00790686,0.00790686,0.00790686
76,274.61,0.83071,0.65271,0.89694,0.92942,0.88014,0.95436,0.82082,0.58941,0.44238,0.83864,0.00787857,0.00787857,0.00787857
77,278.171,0.83949,0.66121,0.8949,0.90525,0.86964,0.9465,0.79287,0.6704,0.50123,0.85128,0.00785029,0.00785029,0.00785029
78,281.661,0.84149,0.68848,0.89871,0.89853,0.87686,0.94864,0.79613,0.67799,0.4742,0.85111,0.007822,0.007822,0.007822
79,285.179,0.87741,0.69045,0.90963,0.80156,0.84309,0.89592,0.74351,0.65494,0.54121,0.85199,0.00779371,0.00779371,0.00779371
80,288.701,0.89535,0.67622,0.90783,0.83449,0.882,0.92965,0.79051,0.61787,0.48787,0.84315,0.00776543,0.00776543,0.00776543
81,292.099,0.83173,0.6366,0.89217,0.88898,0.87459,0.94611,0.80781,0.6146,0.46629,0.83898,0.00773714,0.00773714,0.00773714
82,295.398,0.82434,0.62894,0.89592,0.93102,0.9059,0.96741,0.83465,0.58002,0.42583,0.83629,0.00770886,0.00770886,0.00770886
83,298.591,0.81346,0.6138,0.89134,0.92794,0.89549,0.96732,0.83267,0.5956,0.43283,0.83691,0.00768057,0.00768057,0.00768057
84,302.211,0.82628,0.62092,0.89154,0.88138,0.91546,0.9615,0.83187,0.58469,0.45794,0.83603,0.00765229,0.00765229,0.00765229
85,305.548,0.80232,0.61894,0.89098,0.86805,0.92825,0.95954,0.8221,0.58468,0.43697,0.83421,0.007624,0.007624,0.007624
86,308.841,0.81986,0.63533,0.89549,0.90647,0.87939,0.95196,0.82299,0.56643,0.45889,0.83233,0.00759571,0.00759571,0.00759571
87,312.316,0.82182,0.62443,0.89261,0.89817,0.90048,0.95145,0.81088,0.60378,0.4702,0.84056,0.00756743,0.00756743,0.00756743
88,316.074,0.80312,0.61865,0.89238,0.92178,0.90326,0.96719,0.83841,0.57525,0.43849,0.8309,0.00753914,0.00753914,0.00753914
89,319.637,0.78374,0.5923,0.8855,0.92905,0.90814,0.96521,0.83124,0.5942,0.43947,0.83506,0.00751086,0.00751086,0.00751086
90,323.246,0.77939,0.59581,0.88613,0.87837,0.90856,0.95855,0.83244,0.56724,0.43732,0.82896,0.00748257,0.00748257,0.00748257
91,326.838,0.7879,0.61122,0.88459,0.8365,0.85692,0.90755,0.78678,0.56495,0.4896,0.82855,0.00745429,0.00745429,0.00745429
92,330.483,0.79107,0.59811,0.88681,0.90332,0.89449,0.96181,0.80971,0.65377,0.44515,0.84035,0.007426,0.007426,0.007426
93,334.118,0.81513,0.62732,0.88863,0.87291,0.89564,0.94299,0.82332,0.55545,0.43796,0.8291,0.00739771,0.00739771,0.00739771
94,337.681,0.82999,0.63128,0.89919,0.89161,0.91367,0.95577,0.821,0.58739,0.44304,0.83168,0.00736943,0.00736943,0.00736943
95,341.269,0.80754,0.62122,0.88667,0.91024,0.87371,0.95436,0.82155,0.59785,0.45462,0.83568,0.00734114,0.00734114,0.00734114
96,344.801,0.80904,0.61314,0.8872,0.88195,0.88865,0.95325,0.82396,0.56506,0.45526,0.83013,0.00731286,0.00731286,0.00731286
97,348.553,0.77525,0.59738,0.88837,0.94619,0.87977,0.96744,0.82156,0.63567,0.48929,0.84576,0.00728457,0.00728457,0.00728457
98,352.233,0.78285,0.59311,0.88415,0.94751,0.91807,0.97274,0.84214,0.57405,0.40375,0.83196,0.00725629,0.00725629,0.00725629
99,355.815,0.79363,0.5953,0.88469,0.79942,0.87219,0.90743,0.78399,0.56273,0.48006,0.82797,0.007228,0.007228,0.007228
100,359.412,0.7728,0.57209,0.88084,0.95883,0.91164,0.97777,0.85133,0.5627,0.41252,0.82871,0.00719971,0.00719971,0.00719971
101,363.075,0.77738,0.57024,0.88078,0.89411,0.86712,0.94078,0.79384,0.63453,0.50677,0.84235,0.00717143,0.00717143,0.00717143
102,366.944,0.7972,0.58014,0.88271,0.90092,0.90185,0.95496,0.82964,0.55035,0.42694,0.8263,0.00714314,0.00714314,0.00714314
103,370.644,0.79567,0.57848,0.88498,0.67292,0.80535,0.80523,0.69467,0.55415,0.6034,0.82879,0.00711486,0.00711486,0.00711486
104,374.479,0.80212,0.58224,0.88187,0.93897,0.90967,0.97488,0.8465,0.56799,0.40946,0.83066,0.00708657,0.00708657,0.00708657
105,378.265,0.77735,0.56844,0.87453,0.86729,0.88478,0.94526,0.82078,0.58231,0.47091,0.82896,0.00705829,0.00705829,0.00705829
106,382.06,0.77211,0.57511,0.88092,0.94725,0.90579,0.9739,0.85053,0.55607,0.41622,0.82904,0.00703,0.00703,0.00703
107,385.799,0.75416,0.564,0.87996,0.93154,0.90567,0.9672,0.82183,0.62806,0.42773,0.83582,0.00700171,0.00700171,0.00700171
108,389.521,0.79132,0.57257,0.88237,0.95879,0.91079,0.97647,0.84119,0.57869,0.40688,0.82996,0.00697343,0.00697343,0.00697343
109,393.353,0.76549,0.56119,0.87968,0.94255,0.91109,0.97536,0.8541,0.53549,0.40226,0.82511,0.00694514,0.00694514,0.00694514
110,397.267,0.76932,0.56054,0.88037,0.83735,0.85232,0.88919,0.76988,0.56659,0.46842,0.829,0.00691686,0.00691686,0.00691686
111,401.072,0.75553,0.55246,0.87691,0.75704,0.82046,0.83646,0.71511,0.5945,0.52944,0.83382,0.00688857,0.00688857,0.00688857
112,404.788,0.76299,0.56325,0.87357,0.94822,0.92543,0.97793,0.84898,0.57922,0.39615,0.82987,0.00686029,0.00686029,0.00686029
113,408.528,0.77752,0.56258,0.88243,0.95595,0.90512,0.97711,0.85262,0.56392,0.39796,0.82758,0.006832,0.006832,0.006832
114,412.238,0.80605,0.58123,0.88375,0.72349,0.86086,0.84213,0.72657,0.58791,0.54518,0.82947,0.00680371,0.00680371,0.00680371
115,415.933,0.775,0.55745,0.88123,0.95687,0.92988,0.97849,0.85609,0.54424,0.39402,0.82327,0.00677543,0.00677543,0.00677543
116,419.688,0.7855,0.56662,0.87805,0.83241,0.86049,0.90348,0.7744,0.5827,0.47737,0.83077,0.00674714,0.00674714,0.00674714
117,423.423,0.77401,0.5535,0.88064,0.94552,0.9333,0.97941,0.8593,0.52767,0.37717,0.82144,0.00671886,0.00671886,0.00671886
118,427.366,0.76354,0.54165,0.87431,0.86051,0.87512,0.92613,0.80596,0.56228,0.47777,0.82743,0.00669057,0.00669057,0.00669057
